date,close,volume,open,high,low
2019/06/07,1066.04,1802370,1050.63,1070.92,1048.4
2019/06/06,1044.34,1703244,1044.99,1047.49,1033.7
2019/06/05,1042.22,2168439,1051.54,1053.55,1030.49
2019/06/04,1053.05,2833483,1042.9,1056.05,1033.69
2019/06/03,1036.23,5130576,1065.5,1065.5,1025
