date,close,volume,open,high,low
2019/06/21,1121.88,1947591,1109.24,1124.11,1108.08
2019/06/20,1111.42,1262011,1119.99,1120.12,1104.74
2019/06/19,1102.33,1339218,1105.6,1107,1093.48
2019/06/18,1103.6,1386684,1109.69,1116.39,1098.99
2019/06/17,1092.5,941602,1086.28,1099.18,1086.28
